Food,ProductType,FlavorVariant,Calories-kcl,Protein-g,Carb-g,Fiber-g,Sugar-g,Sodium-g,SaturatedFat-g,MonounsaturatedFat-g,PolyunsaturatedFat-g,TransaFat-g,MeasureQuantity,MeasureType,MQCalories-kcl,MQGmWt,MQCalories100gm-kcl
Kellogg'S,Kellogg'S, Frosted Blueberry Muffin Toaster Pastries,397,4,70.9,1.1,27.6,398,3.5,2.4,4,0.2,1,Pastry,199,50,397
Kellogg'S,Kellogg'S, Frosted Cinnamon Roll Toaster Pastries,416,4.7,67.8,1.4,26.2,329,4.6,3.1,5.3,0.2,1,Pastry,208,50,416
Kellogg'S,Kellogg'S, Frosted Confetti Cake Toaster Pastries,375,4.4,73,1.3,29.3,460,2.5,1.5,2.6,0.1,1,Pastry,188,50,375
Kellogg'S,Kellogg'S, Frosted Cookies & Creme Toaster Pastries,379,4.9,69.3,2.6,38.3,597,3.4,2.2,3.4,0.2,1,Pastry,190,50,379
Kellogg'S,Kellogg'S, Frosted Orange Cream Toaster Pastries,401,3.9,70.6,1.1,31.8,387,3.9,2.4,4,0.15,1,Pastry,201,50,401
Kellogg'S,Kellogg'S, Frosted Pumpkin Pie Toaster Pastries,394,4.7,70.6,1.5,28.6,345,3.4,2.3,3.9,0.1,1,Pastry,197,50,394
Kellogg'S,Kellogg'S, Frosted Spring Berry Toaster Pastries,390,4,72.3,1.3,31.3,321,3.1,2.1,3.6,0.1,1,Pastry,203,52,390
Kellogg'S,Kellogg'S, Frosted Waffle Cone Toaster Pastries,373,3.9,74.3,1.2,32.4,432,2.3,1.4,2.4,0.1,1,Pastry,187,50,373
Kellogg'S,Kellogg'S, Frosted Wild Fruit Fusion Toaster Pastries,391,3.9,72.3,1.3,30.8,334,3.1,2.1,3.6,0.2,1,Pastry,196,50,391
Kellogg'S,Kellogg'S, Frosted Wild Grape Toaster Pastries,390,4.1,71.8,1.3,30.5,334,3.1,2.1,3.6,0.2,1,Pastry,195,50,390
Kellogg'S,Kellogg'S, Frosted Wild Strawberry Toaster Pastries,391,3.9,72.1,1.3,30.6,333,3.1,2.1,3.6,0.1,1,Pastry,196,50,391
Kellogg'S,Kellogg'S, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaster Pastries,391,4.4,69.8,3.3,24.7,399,3.9,2.2,3.6,0.2,1,Pastry,188,48,391
Kellogg'S,Kellogg'S, Ice Cream Shoppe Frosted Ice Creme Sandwich Toaster Pastries,390,4.6,69.4,3.5,23.5,374,3.8,2.2,3.7,0.2,1,Pastry,187,48,390
Kellogg'S,Kellogg'S, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pastries,400,4,70.8,1.1,30.3,391,4,2.3,3.8,0.2,1,Pastry,200,50,400
Kellogg'S,Kellogg'S, Ice Cream Shoppe Frosted Strawberry Milkshake Toaster Pastries,397,4,70,2.7,23.9,390,3.9,2.4,4,0.2,1,Pastry,191,48,397
Kellogg'S,Kellogg'S, Ice Cream Shoppe Frosted Vanilla Milkshake Toaster Pastries,398,4,70.1,2.7,23.9,391,4,2.4,4,0.2,1,Pastry,191,48,398
Kellogg'S,Kellogg'S, Yum-Azing Vanilla Milkshake Toaster Pastries,398,4.1,70.2,2.7,23.4,389,3.8,2.3,3.9,0.2,1,Pastry,199,50,398
Kellogg'S,Kellogg'S, Original,294,6.2,43.3,1.3,5.9,636,2.8,2,4.9,0.2,2,Waffles,206,70,294
Kellogg'S,Kellogg'S, Cracker Chips,382,6.4,73.7,9.2,4.3,750,2.4,1.8,4.1,0.1,27,Chips,115,30,382
Kellogg'S,Kellogg'S, Cracker Chips,361,6.8,75.4,10.8,0.6,760,1.4,2.1,4,0.1,30,Chips,108,30,361
Kellogg'S,Kellogg'S, Cracker Chips,365,7.1,74.3,9.8,3.5,764,2.2,2,3.7,0.1,27,Chips,110,30,365
Kellogg'S,Kellogg'S, Cracker Chips,380,6.2,74.8,9.3,4.3,750,1.8,1.9,4.3,0.1,27,Chips,114,30,380
Kellogg'S,Kellogg'S, Multigrain Crackers,401,9,75.4,8.6,20.8,848,1.4,2.2,4.9,0.1,24,Crackers,120,30,401
Kellogg'S,Kellogg'S, Savory Herb Crackers,406,10.9,73.8,9.8,10.6,809,1.5,2.2,5.1,0.1,24,Crackers,122,30,406
Kraft,Kraft Foods, Coating For Pork,377,6.1,79.8,3.33,19,2182,4.84,4.51,4.37,0.49,1,Serving,106,28,377
Leavening Agents,Leavening Agents, Double-Acting,53,0,27.7,0.2,0,10600,0,0,0,0.49,1,Tsp,2,5,53
Leavening Agents,Leavening Agents, Double-Acting,51,0.1,24.1,0.2,0,7893,0,0,0,0.49,1,Tsp,2,5,51
Leavening Agents,Leavening Agents, Low-Sodium,97,0.1,46.9,2.2,0,90,0.1,0,0.1,0.49,1,Tsp,5,5,97
Leavening Agents,Leavening Agents, Prepared From Recipe,258,0,61.5,0.2,0,52,0,0,0,0.49,1,Tsp,8,3,258
Leavening Agents,Leavening Agents, Baker'S,325,40.4,41.2,26.9,0,51,1,4.3,0,0.49,1,Tsp,13,4,325
Martha White Foods,Martha White Foods, Dry,388,7.8,59.4,1.5,4.5,1295,4.1,4.51,4.37,3.77,1,Serving,159,41,388
Martha White Foods,Martha White Foods, Dry,407,4.4,83.6,2.9,54.8,457,1.7,4.51,4.37,0.49,1,Serving,114,28,407
Mary'S Gone Crackers,Mary'S Gone Crackers, Organic Gluten Free,446,12.1,64.3,16.2,1,587,4.84,4.51,4.37,0.49,3,Crackers,33,7,446
Mckee Baking,Mckee Baking, Wafers With Peanut Butter,548,8,55.2,3.33,34,223,6.3,4.51,4.37,0.49,1,Serving,260,57,548
Mission Foods,Mission Foods, Soft Taco,287,8.7,49.6,3.33,19,898,0.7,2.8,0.9,0.49,1,Serving,146,51,287
Mother'S,Mother'S, Prepared From Recipe,487,3.8,68.3,0.8,44.2,192,24.7,0.2,0.3,0,6,Cookies,141,29,487
Mother'S,Mother'S, Prepared From Recipe,490,5.7,67.6,1.7,32.9,527,8.1,5.2,6.8,0.27,4,Cookies,147,30,490
Mother'S,Mother'S, Prepared From Recipe,515,3.8,68.3,0.8,43.5,192,24.7,0.2,0.3,0,6,Cookies,149,29,515
Mother'S,Mother'S, Prepared From Recipe,500,5.7,65.1,3,27.8,430,12.8,4.1,6.2,0.2,5,Cookies,160,32,500
Mother'S,Mother'S, Prepared From Recipe,457,5.3,70,3.3,33.1,245,7.7,4.9,2.8,4.09,2,Cookies,174,38,457
Mother'S,Mother'S, Prepared From Recipe,469,4.5,71,1.3,32,267,6.5,6.4,1.4,5.42,2,Cookies,178,38,469
Mother'S,Mother'S, Prepared From Recipe,514,3.8,68.1,0.8,43.9,191,24.7,0.2,0.3,0,6,Cookies,149,29,514
Mother'S,Mother'S, Prepared From Recipe,515,3.8,68.3,0.8,44.3,192,24.7,0.2,0.3,0.01,6,Cookies,149,29,515
Mother'S,Mother'S, Prepared From Recipe,502,4.5,66.3,1,29.9,262,8,5.5,9,0.36,4,Cookies,146,29,502
Mother'S,Mother'S, Prepared From Recipe,463,5.4,71,2.7,36.3,493,5.8,4.2,6.7,0.25,4,Cookies,148,32,463
Mother'S,Mother'S, Prepared From Recipe,514,3.8,68.3,0.8,44.2,192,24.3,0.4,0.3,0.1,6,Cookies,149,29,514
Mother'S,Mother'S, Prepared From Recipe,552,6.1,55.7,4.1,25.4,284,18.1,5.4,8.1,0.32,2,Cookies,171,31,552
Mother'S,Mother'S, Prepared From Recipe,500,5.4,66,2.2,34,383,9.1,5.9,7.4,0.29,2,Cookies,160,32,500
Mother'S,Mother'S, Prepared From Recipe,461,6,72.8,2.7,35.8,597,5.4,4,6.3,0.23,2,Cookies,143,31,461
Mother'S,Mother'S, Prepared From Recipe,470,6.5,71.2,3,31.3,640,5.9,4.3,6.9,0.26,2,Cookies,127,27,470
Mother'S,Mother'S, Prepared From Recipe,482,7.4,65.7,2.7,32.3,434,4.2,8.5,3.4,4,2,Cookies,183,38,482
Mother'S,Mother'S, Prepared From Recipe,475,3.8,69.9,2.3,41.2,324,10.3,5.2,1.1,4.27,2,Cookies,181,38,475
Mother'S,Mother'S, Prepared From Recipe,469,4.8,68.9,1.3,30.1,276,7.3,4.8,2.9,4.24,2,Cookies,178,38,469
Muffins,Muffins, Commercially Prepared (Includes Mini-Muffins),375,4.5,53,1.1,31.5,336,2.8,4.8,8.1,0.2,1,Oz,106,28,375
Muffins,Muffins, Prepared From Recipe,285,6.5,40.7,3.33,19,441,2,2.6,5.4,0.49,1,Oz,81,28,285
Muffins,Muffins, Commercially Prepared,305,5.9,51,3.4,17.8,467,1.4,2.1,3.2,0.49,1,Oz,86,28,305
Muffins,Muffins, Dry Mix,321,7.4,49.1,2.4,19,795,2.8,5.2,1.3,0.49,1,Oz,91,28,321
Muffins,Muffins, Prepared From Recipe,316,7.1,44.2,3.33,19,585,2.3,3,6.2,0.49,1,Oz,90,28,316
Muffins,Muffins, Prepared From Recipe,270,7,48.3,4.6,8.2,393,1.1,1.7,4.1,0.49,1,Oz,77,28,270
Muffins,Muffins, Prepared From Recipe,296,6.9,41.4,2.7,19,467,2.2,2.8,5.7,0.49,1,Oz,84,28,296
Murray,Murray, Prepared From Recipe,473,4.9,71.3,2.2,38.4,507,6.5,4.5,7,0.28,3,Cookies,137,29,473
Murray,Murray, Prepared From Recipe,466,7.1,73.6,2,23.2,439,6.5,3.3,5.4,0.23,8,Cookies,140,30,466
Murray,Murray, Butter Cookies,463,7.2,74.3,1.9,22.3,441,5.1,3.5,5.8,0.23,8,Cookies,139,30,463
Murray,Murray, Coconut Bars Cookies,461,7.1,73.9,2,22.6,488,5.3,3.4,5.7,0.22,6,Cookies,148,32,461
Murray,Murray, Prepared From Recipe,475,4.9,72.6,1.8,37.6,412,6.2,4.3,6.9,0.27,3,Cookies,138,29,475
Murray,Murray, Prepared From Recipe,445,5.9,75.7,2.7,22,477,3.2,5.5,3.8,0.7,8,Crackers,138,31,445
Murray,Murray, Prepared From Recipe,438,4.8,78.1,1.1,37.6,331,3.8,2.6,4.4,0.17,9,Cookies,140,32,438
Murray,Murray, Prepared From Recipe,479,4.7,73.7,1.2,37.8,308,6.1,4.3,7,0.27,3,Cookies,139,29,479
Murray,Murray, Prepared From Recipe,463,5.1,73.9,1.3,31.4,541,5.3,3.7,6.1,0.24,5,Cookies,139,30,463
Murray,Murray, Prepared From Recipe,459,5,71,1.7,32.5,589,5.6,4,6.6,0.25,5,Cookies,151,33,459
Murray,Murray, Chocolate Chip Cookies,493,5.5,66.5,2.5,30.5,493,9.1,6,7.2,0.3,2,Cookies,138,28,493
Murray,Murray, Coconut Cookies,511,5.7,65.5,3,30.4,202,11.5,4.7,7.3,0.28,2,Cookies,148,29,511
Murray,Murray, Iced Oatmeal Cookies,467,6.5,69.5,4.1,35.6,297,5.8,4.4,6.9,0.24,2,Cookies,135,29,467
Murray,Murray, Oatmeal Cookies,478,7.1,67.7,4.5,30.9,325,6.3,4.9,7.5,0.27,2,Cookies,139,29,478
Murray,Murray, Chocolate Chip & Pecan Cookies,497,6,58.6,5.1,1.5,390,9.6,9.9,9.8,0.32,3,Cookies,159,32,497
Murray,Murray, Chocolate Chip Cookies,469,5.6,63.6,4.8,1.2,411,10.5,6.7,8.1,0.31,3,Cookies,150,32,469
Murray,Murray, Chocolate Creme Sandwich Cookies,465,5.3,65.9,4.5,1.1,329,8.3,5.6,8.8,0.38,3,Cookies,130,28,465
Murray,Murray, Fudge Dipped Grahams,483,5.7,63.3,3.8,0.4,278,19.1,2.9,4.2,0.43,4,Cookies,145,30,483
Murray,Murray, Fudge Dipped Mint Cookies,481,6,63.5,4.6,0.6,364,18.9,2.9,3.8,0.42,4,Cookies,125,26,481
Murray,Murray, Fudge Dipped Wafers,486,3.4,61.2,13.3,0.4,71,21.2,3.9,7.1,0.59,4,Cookies,151,31,486
Murray,Murray, Lemon Creme Sandwich Cookies,469,4.9,68.3,3.3,1.2,189,7.8,5.4,8.8,0.37,3,Cookies,131,28,469
Murray,Murray, Oatmeal Cookies,451,6.7,66.6,8.5,1.2,410,7.2,5.2,8.3,0.34,3,Cookies,144,32,451
Murray,Murray, Peanut Butter Cookies,505,9.5,55.8,5.7,1.7,458,8.3,10.9,11.2,0.4,3,Cookies,146,29,505
Murray,Murray, Pecan Shortbread Cookies,514,5.9,57.3,4.6,1.1,351,10.1,8.8,12.1,0.44,3,Cookies,164,32,514
Murray,Murray, Shortbread Bites,371,6.5,75.3,14.9,1.2,518,4.9,3.1,5.3,0.4,1,Pouch,78,21,371
Murray,Murray, Shortbread Cookies,431,7,71.6,5.7,1.3,476,5.7,3.9,6.4,0.3,8,Cookies,129,30,431
Murray,Murray, Vanilla Creme Sandwich Cookies,467,4.9,70,3.4,1.2,192,7.5,5.2,8.5,0.36,3,Cookies,131,28,467
Murray,Murray, Vanilla Sugar Wafer,458,3.2,68.5,14.3,0.8,81,9.3,6.9,10.9,0.5,4,Cookies,128,28,458
Murray,Murray, Vanilla Wafer,412,5.9,74,5.6,1.4,281,5.4,3.7,6.1,0.26,9,Cookies,132,32,412
Murray,Murray, Prepared From Recipe,477,4.9,73.9,1.3,36.9,317,6,4.1,6.8,0.3,3,Cookies,138,29,477
Murray,Murray, Prepared From Recipe,527,3.9,70,1,41,92,8.6,6.5,10.1,0.5,5,Cookies,148,28,527
Murray,Murray, Prepared From Recipe,461,4,72.9,1.4,31.5,401,5.7,3.9,6.6,0.25,8,Cookies,138,30,461
Nabisco,Nabisco, Prepared From Recipe,424,7,76.2,3.4,23,659,1.6,3.6,0.5,0.49,1,Serving,119,28,424
Nabisco,Nabisco, Cookie Crumb Topping,476,4.8,70.2,3.2,36,528,4.1,3.2,0.8,0.49,1,Serving,52,11,476
Nabisco,Nabisco, Prepared From Recipe,305,5,74.3,1.6,43.4,174,0.4,0.2,0.2,0.49,1,Serving,49,16,305
Pancakes,Pancakes, Ready-To-Heat (Includes Buttermilk),233,5.2,37.8,1,8.3,461,1.2,1.6,3.8,0.03,1,Oz,66,28,233
Pancakes,Pancakes, Prepared From Recipe,222,6.1,29,3.33,19,412,2,2.3,4.2,0.49,1,Oz,63,28,222
Pancakes,Pancakes, Prepared From Recipe,227,6.8,28.7,3.33,19,522,1.8,2.4,4.5,0.49,1,Oz,64,28,227
Pancakes,Pancakes, Frozen,215,3.3,40.3,1.5,4.1,331,0.5,2.4,1.2,0.01,1,Pancake,103,48,215
Pancakes,Pancakes, Dry Mix,368,9.8,73.7,2.9,16,1082,0.8,1.3,0.9,0.38,0.33,Cup,191,52,368
Pancakes,Pancakes, Dry Mix,194,5.2,36.7,1.3,19,628,0.5,0.9,0.8,0.49,1,Oz,55,28,194
Pancakes,Pancakes, Dry Mix,218,7.8,28.9,1.9,19,505,2,2.1,2.9,0.49,1,Oz,62,28,218
Pancakes,Pancakes, Frozen,239,5.9,43.3,2.5,7.1,566,0.9,2.5,1,0.49,1,Oz,68,28,239
Pancakes,Pancakes, Prepared From Recipe,227,6.4,28.3,3.33,19,439,2.1,2.5,4.4,0.49,1,Oz,64,28,227
Pancakes,Pancakes, Dry Mix,208,8.5,29.4,2.8,19,572,1.7,1.7,2.4,0.49,1,Oz,59,28,208
Pastry,Pastry, Prepared From Recipe,379,5.5,47.8,2.2,17,231,5.5,8.5,2.8,2.85,1,Piece,260,86,379
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,257,0,43.2,5.9,5.1,371,0.8,0.6,1.5,0,1,Serving,131,51,257
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,300,0,52.9,3.2,14.6,386,1.1,1.1,3.2,0,1,Serving,84,28,300
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,247,0,44.7,4.7,2.8,548,0.9,0.6,1.6,0.3,1,Serving,79,32,247
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,269,0,46.1,7.7,7.2,349,1.3,0.9,2.3,0.02,1,Serving,116,43,269
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,267,0,60.2,2,9.6,548,1,0.6,1.2,0.07,1,Serving,115,43,267
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,275,0,50.7,3,6.9,465,1,0.9,1.9,0.02,1,Serving,118,43,275
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,269,0,50.3,1.6,4.7,491,0.9,0.7,1.7,0.07,1,Serving,116,43,269
Pepperidge Farm,Pepperidge Farm, Baked Snack Crackers,457,11.7,66.2,3.33,0.7,874,4.84,4.51,4.37,0.49,10,Goldfish,24,5,457
Pepperidge Farm,Pepperidge Farm, Baked Snack Crackers,458,9.6,67.2,3.33,2.4,868,4.84,4.51,4.37,0.49,10,Goldfish,24,5,458
Pepperidge Farm,Pepperidge Farm, Baked Snack Crackers,467,9.4,65.8,2.4,1,947,1.4,11,4.3,0.03,10,Goldfish,24,5,467
Pepperidge Farm,Pepperidge Farm, Baked Snack Crackers,459,11.2,64.7,3.5,0.8,1187,2.6,9.2,3.4,0.08,10,Goldfish,24,5,459
Pepperidge Farm,Pepperidge Farm, Baked Snack Crackers,469,9.7,65.1,3.5,0.9,815,2.1,11.1,4,0.06,10,Goldfish,24,5,469
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,278,0,50,1.8,7.7,381,1,0.7,1.8,0.2,1,Serving,142,51,278
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,280,0,49.9,3.1,7.2,379,1,0.9,2,0.02,1,Serving,148,53,280
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,253,0,45,4.7,3.1,528,0.9,0.6,1.2,0.3,1,Serving,81,32,253
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,256,0,45.6,7.5,4.4,378,0.7,0.4,0.9,0,1,Serving,146,57,256
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,259,0,46.9,5.3,3.4,586,0.9,0.6,1.6,0.3,1,Serving,83,32,259
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,286,0,52.1,1.4,17.1,344,1.1,1.1,2.5,0,1,Serving,80,28,286
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,256,0,48.4,6.6,3.1,518,0.6,0.6,0.9,0.3,1,Serving,82,32,256
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,280,0,50.2,1.6,5.1,511,1.3,1.3,1.3,0.9,1,Serving,126,45,280
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,296,0,50.7,4.5,4.8,361,2.5,1.9,3.9,0,1,Serving,204,69,296
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,263,0,47.2,9.3,7.4,248,0.7,0.7,1.9,0,3.08,Oz,129,33.95,263
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,270,0,45.8,10.7,6.5,262,0.9,0.9,2.8,0,1,Serving,116,43,270
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,263,0,47.7,9.8,8.1,262,0.9,0.7,1.9,0,1,Serving,113,43,263
Pepperidge Farm,Pepperidge Farm, Prepared From Recipe,258,0,46.5,9.8,7.2,261,0.9,0.7,1.9,0,1,Serving,111,43,258
Pie Crust,Pie Crust, Chocolate,484,6.1,64.5,2.7,26.3,503,4.7,14.5,2,0,1,Crust,260,182,484
Pie Crust,Pie Crust, Graham Cracker,501,5.1,64.3,1.9,18.1,471,5,16.9,1.7,0.49,1,Oz,142,28,501
Pie Crust,Pie Crust, Prepared From Recipe,531,3.7,50.2,0.1,7.3,515,7.4,15.6,10.7,0.49,1,Cup,260,129,531
Pie Crust,Pie Crust, Dry Mix,501,6.7,50.4,1.8,19,729,7.7,17.3,3.8,0.49,1,"Piece, (1/8 Of 9"" Crust)",100,20,501
Pie Crust,Pie Crust, Frozen,457,3.9,44.1,0.9,19,576,4.4,12.4,11,0.49,1,"Crust, Single 9""",260,142,457
Pie Crust,Pie Crust, Prepared From Recipe,527,6.4,47.5,1.7,0.2,542,8.6,15.2,9.1,0.49,1,"Piece, (1/8 Of 9"" Crust)",121,23,527
Pie Crust,Pie Crust, Prepared From Recipe,469,5.7,42.3,3.4,0.2,482,7.7,13.5,8.1,0.49,1,"Piece, (1/8 Of 9"" Crust)",113,24,469
Pie,Pie, Commercially Prepared,237,1.9,34,1.6,15.7,201,3.8,4.4,2.2,0.49,1,Oz,67,28,237
Pie,Pie, Commercially Prepared,237,1.9,34,1.6,19,266,3.8,4.4,2.2,0.49,1,Oz,67,28,237
Pie,Pie, Prepared From Recipe,265,2.4,37.1,3.33,19,211,3.1,5.4,3.3,0.49,1,Oz,75,28,265
Pie,Pie, Prepared From Mix,251,3.4,31.6,0.6,19,290,6.9,4.6,0.8,0.49,1,Oz,71,28,251
Pie,Pie, Commercially Prepared,232,1.8,34.9,1,9.9,287,1.7,4.2,3.5,0.49,1,Oz,66,28,232
Pie,Pie, Prepared From Recipe,245,2.7,33.5,3.33,19,185,2.9,5.1,3.1,0.49,1,Oz,69,28,245
Pie,Pie, Commercially Prepared,260,2,39.8,0.8,14.3,246,2.6,5.8,2.1,0.49,1,Oz,74,28,260
Pie,Pie, Prepared From Recipe,270,2.8,38.5,3.33,19,191,3,5.3,3.2,0.49,1,Oz,77,28,270
Pie,Pie, Prepared From Mix,260,3.5,29.6,3.33,19,460,8.2,5.1,0.8,0.49,1,Oz,74,28,260
Pie,Pie, Prepared From Mix,276,2.8,28.5,0.5,19,329,8.9,6.6,1.2,0.49,1,Oz,78,28,276
Pie,Pie, Commercially Prepared,298,2.1,37.3,1.3,18.5,204,7,7.3,1.5,0.49,1,Oz,84,28,298
Pie,Pie, Commercially Prepared,260,5.9,30.2,1.8,19,335,5.9,5.5,1.2,0.49,1,Oz,74,28,260
Pie,Pie, Commercially Prepared,290,2.2,44.5,1.6,22,200,2.3,5.8,2.1,0.49,0.12,"Pie, 1 Pie (1/8 Of 9"" Pie)",260,131,290
Pie,Pie, Commercially Prepared,210,5.5,20.8,1.6,11.6,275,2.3,4.8,3.7,0.49,1,Oz,60,28,210
Pie,Pie, Cherry,316,3,42.6,2.6,19,374,2.5,7.4,5.4,0.49,1,Oz,90,28,316
Pie,Pie, Fruit,316,3,42.6,2.6,21.4,333,2.5,7.4,5.4,0.49,1,Oz,90,28,316
Pie,Pie, Lemon,316,3,42.6,2.6,19,374,2.5,7.4,5.4,0.49,1,Oz,90,28,316
Pie,Pie, Commercially Prepared,268,1.5,47.2,1.2,23.9,172,1.8,2.7,3.6,0.49,1,Oz,76,28,268
Pie,Pie, Prepared From Recipe,285,3.8,39.1,3.33,19,242,3.2,5.6,3.3,0.49,1,Oz,81,28,285
Pie,Pie, Prepared From Recipe,289,2.6,48,2.6,28.3,254,2.7,4.7,2.8,0.49,1,Oz,82,28,289
Pie,Pie, Prepared From Recipe,224,1.9,32.9,0.8,16.2,217,1.5,4.2,3.7,0.49,1,Oz,64,28,224
Pie,Pie, Commercially Prepared,407,4.5,59.6,2.1,25.2,275,2.7,8.3,3.6,0.49,1,Oz,115,28,407
Pie,Pie, Prepared From Recipe,412,4.9,52.2,3.33,19,262,4,11.2,5.7,0.49,1,Oz,117,28,412
Pie,Pie, Commercially Prepared,243,3.9,34.8,1.8,18.9,239,2,4.6,1.8,0.49,1,Oz,69,28,243
Pie,Pie, Prepared From Recipe,204,4.5,26.4,3.33,19,225,3.2,3.7,1.8,0.49,1,Oz,58,28,204
Pie,Pie, Prepared From Recipe,278,4.8,32.6,0.6,12.7,260,4,6,3.4,0.49,1,Oz,79,28,278
Pillsbury,Pillsbury Golden Layer Buttermilk Biscuits, Refrigerated Dough,307,5.9,41.2,1.2,5.9,1059,2.9,4.51,4.37,4.41,1,Serving,104,34,307
Pillsbury,Pillsbury Grands, Refrigerated Dough,293,6.2,42.4,1.5,4.6,1066,4.1,4.51,4.37,0.88,1,Biscuit,100,34,293
Pillsbury,Pillsbury, Artificial Flavor,236,6.4,47.1,1.6,4.5,854,0.4,4.51,4.37,0.59,1,Biscuit,151,64,236
Pillsbury,Pillsbury, Refrigerated Dough,243,8.6,46.4,2.6,5.1,575,0.7,4.51,4.37,0.64,1,Serving,126,52,243
Pillsbury,Pillsbury, Dry,441,4.8,78.3,3.33,49.6,292,2.6,5.9,0.8,0.49,1,Serving,132,30,441
Puff Pastry,Puff Pastry, Ready-To-Bake,551,7.3,45.1,1.5,0.7,249,9.6,21.6,4.9,0.49,1,Oz,156,28,551
Rolls,Rolls, Egg,307,9.5,52,3.7,4.3,566,1.6,2.9,1.1,0.49,1,Oz,87,28,307
Rolls,Rolls, Oat Bran,236,9.5,40.2,4.1,6.7,413,0.6,1.5,1.6,0.49,1,Oz,67,28,236
Rolls,Rolls, Plain,316,8.5,53.4,1.9,19,415,1.8,2.9,2,0.49,1,Oz,90,28,316
Rolls,Rolls, Rye,286,10.3,53.1,4.9,1.2,650,0.6,1.2,0.7,0.49,1,"Large, (Approx 3-1/2"" To 4"" Dia)",123,43,286
Rolls,Rolls, Sweet,321,10,53.6,3.1,15.4,253,3.5,1.9,0.9,0.17,1,Roll,96,30,321
Rolls,Rolls, Prepared From Recipe,277,8.6,50.2,3.2,0.3,574,1,2,0.8,0.49,1,Oz,79,28,277
Rolls,Rolls, White,310,8,55.1,3.6,9.5,707,4.84,4.51,4.37,0.49,1,Roll,112,36,310
Rolls,Rolls, White,257,5.7,40.2,2.9,3,544,4.84,4.51,4.37,0.49,1,Roll,177,69,257
Rolls,Rolls, White,239,3.3,50.5,5.1,6.9,593,0.2,1.4,0.6,0.01,1,Roll,186,78,239
Rolls,Rolls, Whole Grain,329,11.8,44.3,11.2,4.2,507,1.4,5.4,4.9,0.03,1,Roll,145,44,329
Rolls,Rolls, Wheat/Cracked Wheat,269,11.7,47.3,4.2,6.9,463,0.7,0.7,1.8,0.02,1,Roll,137,51,269
Rolls,Rolls, Whole Wheat,269,12.4,44.9,6.1,5.9,427,0.9,0.7,1.8,0.02,1,Roll,151,56,269
Rolls,Rolls, Mixed-Grain,263,9.6,44.6,3.8,6.3,458,1.4,2.8,1.2,0.49,1,Oz,75,28,263
Rolls,Rolls, Reduced-Calorie,196,8.3,42.1,6.2,4.8,410,0.3,0.5,0.8,0.49,1,Oz,56,28,196
Rolls,Rolls, Prepared From Recipe,293,9.9,52.7,2.3,1.8,544,0.6,1.1,1.7,0.49,1,Oz,83,28,293
Rolls,Rolls, Prepared From Recipe,276,10.8,51.9,5.4,0.4,492,0.5,0.6,1.2,0.49,1,"Medium, (2-1/2"" Dia)",99,36,276
Rudi'S,Rudi'S, Original Sandwich Bread,320,3.1,52.8,3.5,8.4,528,0.3,7.4,2.2,0.02,1,Slice,109,34,320
Sage Valley,Sage Valley, Prepared From Recipe,499,3.1,71.9,1,43.9,212,5.9,10.2,3.8,0.04,3,Cookies,220,44,499
Schar,Schar, Classic White Rolls,239,3.3,50.5,5.1,6.9,593,0.2,1.4,0.6,0.01,1,Roll,186,78,239
Schar,Schar, Wheat-Free,240,3.8,46.1,5.1,3.3,441,1,2,0.5,0.01,3.08,Oz,129,33.95,240
Strudel,Strudel, Prepared From Recipe,274,3.3,41.1,2.2,25.8,135,2,3.3,5.3,0.49,1,Oz,78,28,274
Sunshine,Sunshine, 100 Calorie Right Bites,473,8.5,65.3,3.1,2.7,1338,3.9,3.5,7.1,0.2,1,Pouch,99,21,473
Sunshine,Sunshine, 100 Calorie Right Bites,452,13.3,67,2.2,0.8,823,3.5,4,6.5,0.2,1,Package,95,21,452
Sunshine,Sunshine, Asiago Crackers,502,8.7,62.6,2.1,1.3,763,5.6,5.8,12,0.2,25,Crackers,151,30,502
Sunshine,Sunshine, Baby Swiss Crackers,503,8.6,63.1,2.2,1.4,629,5.6,5.8,12,0.2,25,Crackers,151,30,503
Sunshine,Sunshine, Big Crackers,507,11.4,57.4,2.4,0.5,753,6.1,7.2,12.6,0.3,13,Crackers,152,30,507
